Subject ID,Subject,Subject type,Interaction type,Object ID,Object,Object type,Disease
207,AKT1-phos,protein modification,increases_activity of,207,AKT1,gene/protein,Alzheimer disease
207,AKT1-phos,protein modification,is localized in,GO:0005634,nucleus,cellular component,Alzheimer disease
,Tg2576 mouse,organism model,increases_phosphorylation of,5594,MAPK1,gene/protein,Alzheimer disease
,Tg2576 mouse,organism model,increases_phosphorylation of,5595,MAPK3,gene/protein,Alzheimer disease
5594,MAPK1-phos,protein modification,is localized in,GO:0005634,nucleus,cellular component,Alzheimer disease
5595,MAPK3-phos,protein modification,increases_activity of,5595,MAPK3,gene/protein,Alzheimer disease
5594,MAPK1-phos,protein modification,increases_activity of,5594,MAPK1,gene/protein,Alzheimer disease
207,AKT1,gene/protein,affects_phosphorylation of,572,BAD,gene/protein,Alzheimer disease
,Tg2576 mouse,organism model,affects_activity of,GO:0070371,ERK1 and ERK2 cascade,process,Alzheimer disease
572,BAD,gene/protein,affects_quantity of,598,BCL2L1,gene/protein,Alzheimer disease
572,BAD,gene/protein,affects_quantity of,596,BCL2,gene/protein,Alzheimer disease
5595,MAPK3-phos,protein modification,affects_phosphorylation of,572,BAD,gene/protein,Alzheimer disease
5594,MAPK1-phos,protein modification,affects_phosphorylation of,572,BAD,gene/protein,Alzheimer disease
572,BAD-phos,protein modification,increases_activity of,572,BAD,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,decreases_quantity of,7276,TTR,gene/protein,Alzheimer disease
C05330,Homocysteine,drug/chemical compound,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
C00504,Folate,drug/chemical compound,affects_quantity of,C05330,Homocysteine,drug/chemical compound,Alzheimer disease
5594,MAPK1,gene/protein,affects_activity of,GO:0070371,ERK1 and ERK2 cascade,process,Alzheimer disease
5595,MAPK3,gene/protein,affects_activity of,GO:0070371,ERK1 and ERK2 cascade,process,Alzheimer disease
,Tg2576 mouse,organism model,increases_quantity of,2348,FOLR1,gene/protein,Alzheimer disease
2348,FOLR1,gene/protein,affects transport of,C00440,5-Methyltetrahydrofolate,drug/chemical compound,Alzheimer disease
,Tg2576 mouse,organism model,decreases_quantity of,1182,CLCN3,gene/protein,Alzheimer disease
1182,CLCN3-mut,gene/protein mutant,affects_activity of,GO:0007611,learning or memory,process,Alzheimer disease
1182,CLCN3-mut,gene/protein mutant,increases_activity of,MP:0000807,abnormal hippocampus morphology,phenotype,Alzheimer disease
,Tg2576 mouse,organism model,increases_expression of,7001,PRDX2,gene/protein,Alzheimer disease
,Tg2576 mouse,organism model,increases_expression of,6810,STX4,gene/protein,Alzheimer disease
,Tg2576 mouse,organism model,increases_expression of,2045,EPHA7,gene/protein,Alzheimer disease
,Tg2576 mouse,organism model,affects_activity of,GO:0005739,mitochondrion,cellular component,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,Mitochondrial respiratory chain complex IV,complex/PPI,affects_quantity of,C00002,ATP,drug/chemical compound,Alzheimer disease
,Mitochondrial respiratory chain complex IV,complex/PPI,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
,Mitochondrial respiratory chain complex IV,complex/PPI,is localized in,GO:0005739,mitochondrion,cellular component,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,decreases_activity of,GO:0005739,mitochondrion,cellular component,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,increases_activity of,MP:0006035,abnormal mitochondrial morphology,phenotype,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,decreases_quantity of,GO:0005739,mitochondrion,cellular component,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,decreases_quantity of,C00002,ATP,drug/chemical compound,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,decreases_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,increases_activity of,MP:0006036,abnormal mitochondrial physiology,phenotype,Alzheimer disease
351,Amyloid beta peptide (25-35),gene/protein,decreases_activity of,,Mitochondrial respiratory chain complex I,complex/PPI,Alzheimer disease
104300,Alzheimer disease,disease,affects transport of,GO:0005739,mitochondrion,cellular component,Alzheimer disease
104300,Alzheimer disease,disease,decreases_quantity of,10059,DNM1L,gene/protein,Alzheimer disease
,APPsw PC12 cell,tissue/cell line,increases_quantity of,C00533,NO,drug/chemical compound,Alzheimer disease
,APPsw PC12 cell,tissue/cell line,decreases_activity of,,Mitochondrial respiratory chain complex IV,complex/PPI,Alzheimer disease
,APPsw PC12 cell,tissue/cell line,decreases_quantity of,C00002,ATP,drug/chemical compound,Alzheimer disease
C00533,NO,drug/chemical compound,affects_activity of,GO:0005739,mitochondrion,cellular component,Alzheimer disease
C00533,NO,drug/chemical compound,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
D02356,Verapamil,drug/chemical compound,decreases_activity of,,Voltage-gated calcium channel,complex/PPI,Alzheimer disease
D07845,Diltiazem,drug/chemical compound,decreases_activity of,,Voltage-gated calcium channel,complex/PPI,Alzheimer disease
D00349,Isradipine,drug/chemical compound,decreases_activity of,,Voltage-gated calcium channel,complex/PPI,Alzheimer disease
D00438,Nimodipine,drug/chemical compound,decreases_activity of,,Voltage-gated calcium channel,complex/PPI,Alzheimer disease
D02356,Verapamil,drug/chemical compound,decreases_activity of,GO:0070997,neuron death,process,Alzheimer disease
D07845,Diltiazem,drug/chemical compound,decreases_activity of,GO:0070997,neuron death,process,Alzheimer disease
D00349,Isradipine,drug/chemical compound,decreases_activity of,GO:0070997,neuron death,process,Alzheimer disease
D00438,Nimodipine,drug/chemical compound,decreases_activity of,GO:0070997,neuron death,process,Alzheimer disease
C01375,Tacrolimus,drug/chemical compound,affects_activity of,GO:0043197,dendritic spine,cellular component,Alzheimer disease
C01375,Tacrolimus,drug/chemical compound,decreases_activity of,6023,Calcineurin,complex/PPI,Alzheimer disease
C01375,Tacrolimus,drug/chemical compound,decreases_activity of,MP:0009936,abnormal dendritic spine morphology,phenotype,Alzheimer disease
GO:0005776,autophagic vacuole,cellular component,is localized in,BTO:0000938,neuron,tissue/cell line,Alzheimer disease
104300,Alzheimer disease,disease,increases_expression of,MI0000071,mir-17,ncRNA/miRNA,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_expression of,9568,GABBR2,gene/protein,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_quantity of,C00575,cAMP,drug/chemical compound,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,is_expressed_in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_activity of,GO:0007214,gamma-aminobutyric acid signaling pathway,process,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,is_expressed_in,BTO:0000931,neuroblastoma cell,tissue/cell line,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_activity of,,Potassium channel complex,complex/PPI,Alzheimer disease
MI0000071,mir-17,ncRNA/miRNA,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
GO:0006954,inflammatory response,process,affects_expression of,MI0000071,mir-17,ncRNA/miRNA,Alzheimer disease
8678,BECN1,gene/protein,increases_activity of,GO:0006914,autophagy,process,Alzheimer disease
836,CASP3,gene/protein,affects_processing of,8678,BECN1,gene/protein,Alzheimer disease
836,CASP3,gene/protein,increases_quantity of,8678,BECN1-proc,protein modification,Alzheimer disease
8678,BECN1,gene/protein,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
8678,BECN1,gene/protein,is localized in,BTO:0000099,astrocyte,tissue/cell line,Alzheimer disease
207,AKT1-phosSer473,protein modification,affects_phosphorylation of,207,AKT1-phosThr308,protein modification,Alzheimer disease
C15181,Wortmannin,drug/chemical compound,decreases_activity of,3133,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)",complex/PPI,Alzheimer disease
C15181,Wortmannin,drug/chemical compound,decreases_quantity of,207,AKT1-phosSer473,protein modification,Alzheimer disease
C15181,Wortmannin,drug/chemical compound,decreases_quantity of,207,AKT1-phosThr308,protein modification,Alzheimer disease
6197,RPS6KA3,gene/protein,increases_quantity of,2932,GSK3B-phosSer9,protein modification,Alzheimer disease
6198,RPS6KB1,gene/protein,increases_quantity of,2932,GSK3B-phosSer9,protein modification,Alzheimer disease
5515,PPP2CA,gene/protein,decreases_quantity of,2932,GSK3B-phosSer9,protein modification,Alzheimer disease
2932,GSK3B,gene/protein,increases_phosphorylation of,54704,PDP1,gene/protein,Alzheimer disease
54704,PDP1,gene/protein,affects_activity of,GO:0008292,acetylcholine biosynthetic process,process,Alzheimer disease
2932,GSK3B,gene/protein,interacts (colocalizes) with,324,APC,gene/protein,Alzheimer disease
2932,GSK3B,gene/protein,interacts (colocalizes) with,8312,AXIN1,gene/protein,Alzheimer disease
2932,GSK3B,gene/protein,affects_activity of,4609,MYC,gene/protein,Alzheimer disease
5576,PRKAR2A,gene/protein,decreases_activity of,2932,GSK3B,gene/protein,Alzheimer disease
C00027,H2O2,drug/chemical compound,decreases_activity of,2932,GSK3B,gene/protein,Alzheimer disease
GO:0009408,response to heat,process,decreases_activity of,2932,GSK3B,gene/protein,Alzheimer disease
3479,IGF1,gene/protein,increases_phosphorylation of,2932,GSK3B,gene/protein,Alzheimer disease
2932,GSK3B,gene/protein,decreases_activity of,4772,NFATC1,gene/protein,Alzheimer disease
2932,GSK3B,gene/protein,affects transport of,4772,NFATC1,gene/protein,Alzheimer disease
2932,GSK3B,gene/protein,affects_activity of,1375,Pyruvate dehydrogenase complex,complex/PPI,Alzheimer disease
2932,GSK3B,gene/protein,affects_quantity of,C01996,Acetylcholine,drug/chemical compound,Alzheimer disease
,sleep restriction,environment,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
23385,NCSTN,gene/protein,affects_quantity of,466,Gamma-secretase complex,complex/PPI,Alzheimer disease
8660,IRS2,gene/protein,affects_activity of,GO:0007420,brain development,process,Alzheimer disease
8660,IRS2,gene/protein,decreases_phosphorylation of,4137,MAPT-phos,protein modification,Alzheimer disease
GO:0006950,response to stress,process,affects_activity of,GO:0016236,macroautophagy,process,Alzheimer disease
GO:0009267,cellular response to starvation,process,affects_activity of,GO:0016236,macroautophagy,process,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,10013,HDAC6,gene/protein,Alzheimer disease
10013,HDAC6,gene/protein,affects_activity of,GO:0070843,misfolded protein transport,process,Alzheimer disease
10013,HDAC6,gene/protein,affects_activity of,GO:0005776,autophagic vacuole,cellular component,Alzheimer disease
10013,HDAC6,gene/protein,affects_activity of,MP:0008493,alpha-synuclein inclusion body,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased inflammatory response,phenotype,Alzheimer disease
351,Amyloid beta peptide,gene/protein,increases_activity of,GO:0006954,inflammatory response,process,Alzheimer disease
351,Amyloid beta peptide,gene/protein,increases_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,increases_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
104300,Alzheimer disease,disease,increases_activity of,BTO:0000078,microglia,tissue/cell line,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,D09617,Florbetapir F-18,drug/chemical compound,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,affects_quantity of,D09617,Florbetapir F-18,drug/chemical compound,Alzheimer disease
3288103,Pittsburgh Compound B,drug/chemical compound,interacts (colocalizes) with,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00086,Urea,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00188,Threonine,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00302,Glutamate,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00327,Citrulline,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C02356,(S)-2-Aminobutanoate,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C01602,Ornithine,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C00014,NH3,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C02385,Arginine,drug/chemical compound,Alzheimer disease
C00086,Urea,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C00188,Threonine,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C00302,Glutamate,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C00327,Citrulline,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C02356,(S)-2-Aminobutanoate,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C01602,Ornithine,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C00014,NH3,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
C02385,Arginine,drug/chemical compound,is localized in,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
GO:0005313,L-glutamate transmembrane transporter activity,process,affects_activity of,GO:0051592,response to calcium ion,process,Alzheimer disease
C00302,Glutamate,drug/chemical compound,increases_activity of,GO:0051592,response to calcium ion,process,Alzheimer disease
BTO:0000099,astrocyte,tissue/cell line,affects_quantity of,C00302,Glutamate,drug/chemical compound,Alzheimer disease
GO:0005313,L-glutamate transmembrane transporter activity,process,affects_quantity of,C00302,Glutamate,drug/chemical compound,Alzheimer disease
,P301L tau transgenic pR5 mouse,organism model,increases_quantity of,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
,APPswPS2N141I double-transgenic APP152 mouse,organism model,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,transgenic triple AD mouse,organism model,affects_activity of,GO:0006119,oxidative phosphorylation,process,Alzheimer disease
4137,MAPT,gene/protein,affects_activity of,,Mitochondrial respiratory chain complex I,complex/PPI,Alzheimer disease
351,Amyloid beta peptide,gene/protein,affects_activity of,,Mitochondrial respiratory chain complex IV,complex/PPI,Alzheimer disease
